Date,Open,High,Low,Close,Adj Close,Volume,50_MA,200_MA,Daily_Return,Volatility,RSI,Future_30D_Return,Success
2018-02-12,2335.0,2395.0,2230.0,3.183150809251958,2310.0,862,3.5345884395943608,2.8923486429674723,0.16476279195394444,-0.9644411964796258,-0.8317712635921007,0.023809523809523725,0
2018-02-13,2290.0,2386.0,2200.0,3.1915154787119993,2315.0,1041,3.493225031623991,2.8876991288186513,0.030662862032404054,-0.965078244710965,-1.5387557174319322,0.0388768898488121,0
2018-02-14,2350.0,2465.0,2300.0,3.300256181692538,2380.0,451,3.4745447828631786,2.8801075492197286,0.29351728451572584,-1.0612896326155232,-1.255334898686385,0.04621848739495804,0
2018-02-15,2445.0,2617.5,2360.0,3.643207629554237,2585.0,362,3.4741000150355403,2.8730150700096626,0.8824229369933886,-0.9764724143774481,-0.4875702278003562,-0.04255319148936165,0
2018-02-16,2615.0,2640.0,2435.0,3.551196265493781,2530.0,338,3.4721726877824404,2.86563363794289,-0.20711494928943722,-0.9744965448487586,-0.4712928823119838,-0.035573122529644285,0
2018-02-20,2470.0,2545.0,2415.0,3.417361554133118,2450.0,355,3.4656494263104105,2.85798952146093,-0.31204022248398977,-0.9848847616498951,-0.358589957571836,-0.0653061224489796,0
2018-02-21,2475.0,2550.0,2445.0,3.509372918193574,2505.0,215,3.4640186109424036,2.851264800432127,0.2364210848411314,-0.9940412527874068,-0.5425062688236154,-0.15169660678642716,0
2018-02-22,2500.0,2525.0,2450.0,3.450820231973284,2470.0,213,3.448303481032514,2.844356200312692,-0.13302040361113301,-0.9984935387406952,-0.3598439324212798,-0.1740890688259109,0
2018-02-23,2480.0,2492.5,2420.0,3.4006322152130353,2440.0,170,3.4319953273524395,2.8361079096758,-0.11449502313389541,-0.9995806314458417,-0.04524038025101508,-0.17827868852459017,0
2018-02-26,2440.0,2460.0,2355.0,3.283526842772455,2370.0,183,3.4115360072810734,2.828174840337134,-0.28229880908048194,-1.0073505585170863,0.26904888265634164,-0.13502109704641352,0
2018-02-27,2450.0,2540.0,2450.0,3.4591849014333254,2475.0,372,3.3885563361864235,2.8203205763230237,0.4581082592921214,-1.0039867172180454,0.633125009074119,-0.1717171717171717,0
2018-02-28,2475.0,2475.0,2300.0,3.224974156552165,2335.0,436,3.363649337838674,2.8118884065955005,-0.565074106242054,-0.9793232911281948,0.2732107039459825,-0.1049250535331906,0
2018-03-01,2345.0,2540.0,2345.0,3.434090893053201,2460.0,341,3.3461551366182305,2.8041654847889843,0.5517278031368809,-0.9489739426854757,0.7725899962378823,-0.07926829268292679,0
2018-03-02,2455.0,2590.0,2355.0,3.6348429600941956,2580.0,169,3.3335533815018095,2.797887327266,0.5035181472721219,-0.9259505350379436,1.2007974329811253,-0.1647286821705426,0
2018-03-05,2515.0,2580.0,2440.0,3.5177375876536154,2510.0,112,3.3210998823279345,2.7912939484447903,-0.26650779867475743,-0.9225760356717473,0.9161403376560107,-0.1055776892430279,0
2018-03-06,2520.0,2535.0,2415.0,3.4759142403534082,2485.0,214,3.3104254544646134,2.7850420593633247,-0.09232521182360563,-0.9259709038732334,0.8343864542805153,-0.11267605633802813,0
2018-03-07,2485.0,2540.0,2440.0,3.4424555625132425,2465.0,151,3.2981202112332846,2.7789740493724904,-0.07293191478107791,-0.9271170941083795,0.6348674738114207,-0.12576064908722107,0
2018-03-08,2490.0,2640.0,2490.0,3.6933956463144857,2615.0,403,3.289669622508155,2.7731949922383623,0.6259663532877177,-0.9269580643375274,0.498989508908996,-0.16826003824091773,0
2018-03-09,2610.0,2750.0,2580.0,3.869053704975356,2720.0,283,3.286556247714687,2.768072646142204,0.4160037393038092,-0.910678083409453,0.9038187050188136,-0.23161764705882348,0
2018-03-12,2785.0,2850.0,2730.0,3.9945237468759776,2795.0,219,3.2859632239445022,2.763633279525533,0.2884026193628078,-0.9031460517617067,1.3033447095578752,-0.25402504472271914,0
2018-03-13,2795.0,2795.0,2615.0,3.8021363492950244,2680.0,136,3.2789951946448337,2.759167644467343,-0.4086516819815526,-0.8931837212434162,0.8448026152447514,-0.2723880597014925,0
2018-03-14,2720.0,2720.0,2585.0,3.676666307394403,2605.0,140,3.2714341415749812,2.754281714344853,-0.2751632733092694,-0.9074021630987196,0.7367186864322637,-0.21689059500959695,0
2018-03-15,2665.0,2720.0,2585.0,3.7854070103749415,2670.0,104,3.2576463389181916,2.7497110055205884,0.261810952148184,-0.9162825504751522,0.9453448422229724,-0.2247191011235955,0
2018-03-16,2670.0,2720.0,2600.0,3.8188656882151073,2690.0,82,3.246823655112324,2.7452453704623987,0.08468919725537186,-0.9333824976840139,1.18162278725758,-0.23048327137546465,0
2018-03-19,2650.0,2735.0,2630.5,3.8021363492950244,2680.0,77,3.235556203478818,2.7412525673515464,-0.029001705591149698,-0.965815979410448,0.9491427374357166,-0.24813432835820892,0
2018-03-20,2645.0,2750.0,2560.0,3.6683016379343614,2600.0,161,3.2188032819711054,2.738100354369295,-0.29408795513726915,-1.001066168337441,1.143327217553634,-0.21153846153846156,0
2018-03-21,2545.0,2645.0,2530.0,3.6683016379343614,2600.0,93,3.206646294682323,2.734974409828562,0.008706954110740081,-1.001066168337441,0.853046386202713,-0.19615384615384612,0
2018-03-22,2560.0,2585.0,2507.5,3.584654943333947,2550.0,174,3.1915241885426173,2.7321374181445357,-0.18636284319326646,-0.9979413810169706,0.3182648390698847,-0.16666666666666663,0
2018-03-23,2520.0,2520.0,2355.0,3.2751621733124137,2365.0,147,3.1704718447010674,2.726647313867114,-0.7272034184635885,-0.95072158895604,-0.010049255828954792,-0.10993657505285415,0
2018-03-26,2410.0,2420.0,2315.0,3.3337148595327037,2400.0,191,3.154311946963539,2.7208682567329863,0.15882409199373793,-0.9551427326137731,0.1699890855643329,-0.13541666666666663,0
2018-03-27,2375.0,2440.0,2343.5,3.2751621733124137,2365.0,140,3.141561935904572,2.715246810247971,-0.13922097551146403,-0.9542903125085046,0.13046023371130336,-0.11627906976744184,0
2018-03-28,2335.0,2430.0,2335.0,3.342079528992745,2405.0,118,3.1316287877539817,2.709782974412068,0.18026939740559506,-0.952131076795877,-0.2616534748283041,-0.14137214137214138,0
2018-03-29,2385.0,2545.0,2385.0,3.4842789098134497,2490.0,183,3.1237712227990366,2.7046606283159096,0.3672136086153994,-0.9481362498045579,-0.3435999133945751,-0.1405622489959839,0
2018-04-02,2495.0,2500.0,2375.0,3.4591849014333254,2475.0,80,3.1148758662462686,2.6994069400121568,-0.052399247454369906,-1.0187093362482809,-0.7205397351026942,-0.14949494949494946,0
2018-04-03,2460.0,2500.0,2412.5,3.4006322152130353,2440.0,182,3.1064252775211396,2.6938642988516976,-0.13473831097745817,-1.0211837079737598,-0.5293366699481765,-0.1741803278688525,0
2018-04-04,2440.0,2445.0,2165.0,3.149692131411792,2290.0,820,3.0920444510941647,2.688058973276051,-0.6148768241561648,-0.993925948235405,-0.7097029154161412,-0.17248908296943233,0
2018-04-05,2225.0,2275.0,1965.0,2.8736580392304245,2125.0,1205,3.0720298988504373,2.681518131337879,-0.7221659108972829,-0.9548695712050335,-1.3179846379640892,-0.09647058823529409,0
2018-04-06,2070.0,2105.0,1985.0,2.73145865840972,2040.0,549,3.0444542935368575,2.674951020958188,-0.397038224281593,-0.9443941336703309,-1.5137981281523631,-0.06617647058823528,0
2018-04-09,2045.0,2100.0,2000.0,2.67290597218943,2005.0,244,3.0156926406829085,2.6681737630463473,-0.1653259042683247,-0.9435763230495401,-1.5377043989183254,-0.08478802992518708,0
2018-04-10,2015.0,2075.0,1965.0,2.748187997329803,2050.0,313,2.9884135472544204,2.6627099272104444,0.23636946068997963,-0.9418137032878596,-1.2334986598192896,-0.18292682926829273,0
